model,model_base,quant,model_org,model_repo,runner_type,gpu_name,gpu_vram_gb,gpu_driver,gpu_count,gpu_names,gpu_total_vram_gb,backends,cpu_model,n_ctx,n_batch,split_mode,tensor_split,concurrent_users,throughput_tok_s,avg_power_w,max_power_w,avg_gpu_temp_c,max_gpu_temp_c,avg_cpu_temp_c,max_cpu_temp_c,avg_fan_speed_rpm,max_fan_speed_rpm,avg_ttft_ms,p50_ttft_ms,p99_ttft_ms,avg_itl_ms,p50_itl_ms,p99_itl_ms,os_system,os_release,os_machine,cpu_cores,ram_total_gb,submitter,timestamp,submitted_at,schema_version,benchmark_version,suite_run_id,submission_id,row_id,machine_fingerprint,run_fingerprint,result_fingerprint,source_file_sha256
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,2048,512,,,4,49.38,45.5,51.6,65.2,72.0,73.1,80.3,2,2,305.99,317.73,476.42,76.58,73.34,119.42,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:09:29.374945+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,95c0f37ff12948088c6c7e1117f9164a,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,c7f3bc38f3a67b6a658c87b27e80bf4fc05195ffb07ac9b9ba7dc4dcae89ad4a,16f94cd04a163260c7d77a23517cb516d8b076bcf9279db5698aaeaf97947ba8,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,2048,512,,,2,30.49,43.0,47.3,69.0,70.0,78.4,79.8,2,2,202.59,199.27,345.95,64.58,57.89,105.93,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:12:06.594282+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,989a3c399f99433eac847a25e5a84aad,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,b73aedf219dfb70579594f36b00dcff7924fe05ebb9dee54232ab07254ec2acc,9a241f64d027e67977124eff15c8458728e9b8d0278abb4bdfd80e228bf2bf48,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,2048,1024,,,4,52.24,48.6,51.3,72.1,74.0,81.4,82.8,2,2,281.1,257.88,466.93,74.96,73.22,147.55,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:15:09.262815+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,f2a2f71fad3a49b99cbaa9756a5ea463,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,7ab01816ee749e8d981b464f424933ad4410fee7a17ee6fa6464f157985bc6be,abc6ab1156d642f678072a01c5867f8b3a9c1879ea4f1f54c4591ee0a1b26288,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,2048,1024,,,2,19.62,41.3,48.3,70.2,73.0,80.6,81.9,2,2,212.14,197.79,344.04,100.21,104.86,106.24,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:19:05.123279+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,cdb075de3d4c46a685367788b7c29e3b,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,584ca7789fcc49b4d84a525f05cf7627f9c4e79354f530b5dd4f7428ddbed61c,74b84e6f38a403e22fb430159699cfedae082c098f4b849b18b86991bffa7fb2,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,8192,512,,,16,74.89,45.5,60.8,72.6,77.0,82.8,86.5,2,2,621.86,598.35,1358.94,195.4,181.8,380.91,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:27:46.474406+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,67a2482561ba4245922f5d24af70d681,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,48024e01d6370ab28c28ba9e5eda31af11488dfcac2d047baefa1fdcb3aacafe,35b8b3d9bf598082128ee3e184381aad26001c1fe7fbf0c3261fb80c0db2ad40,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,8192,512,,,8,28.87,43.4,54.1,71.8,75.0,81.9,83.2,2,2,604.03,612.11,1015.2,269.77,281.37,337.4,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:38:52.377181+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,e1810c0b527f4691a02e44b2867d8209,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,f0dc2e5888ede0404386c2a952862f9ba975366656816e518da5025e2d4942c4,6cc941d65f156ffb7a0be4ca799798d34cdc6b3545bd4670106717d539a271b7,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,8192,512,,,4,22.66,41.8,47.0,70.9,74.0,80.8,81.5,2,2,392.68,404.59,558.06,173.59,166.48,212.31,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:45:49.629550+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,6295f47c3a894e6fb70bf6668af500f6,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,454783de55210fcfe3f08435d7b619dbced8f2bccdde279d73cac28e1025c47c,188e7a3ef1ca57ef544275f64d31623df789ee83c16282b45083c573724f8afd,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,8192,512,,,2,19.36,41.3,45.2,70.4,72.0,81.5,83.4,2,2,213.13,198.57,330.02,101.48,104.96,106.6,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:49:50.585202+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,37c14c953fa945df84493837389c2b4a,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,a855c72b5560ff689c3838536549d94cd45bdd78146f2a4c975c256cfa0de8f9,07455c1575fd2eba83121351d614d906f8ea41296100988628448034320aec6d,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,8192,1024,,,16,75.71,47.0,62.5,73.7,77.0,85.1,87.6,2,2,771.36,656.16,1895.22,194.6,182.15,347.44,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T12:58:12.330209+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,6edc353df40d4e77949bfca307c45674,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,7a099cf6d4d22be14f8ccfe44710728bf846254e2ed7b8462115b01b28c01f62,550e8895d33d42fafd9ead9b72d5be8bf7d611c62b4c51d1b3b22b554b0e6155,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
unsloth/Qwen3.5-9B-GGUF/Qwen3.5-9B-UD-Q8_K_XL.gguf,Qwen3.5-9B-UD,Q8_K_XL,unsloth,unsloth/Qwen3.5-9B-GGUF,llama-server,NVIDIA GB10,,580.126.09,1,NVIDIA GB10,,CUDA,,8192,1024,,,8,31.37,43.8,52.0,72.1,75.0,82.5,86.5,2,2,545.26,560.14,793.31,249.96,286.09,329.4,Linux,6.17.0-1008-nvidia,aarch64,20,119.6,Paul Lee,2026-03-27T13:08:23.125169+00:00,2026-03-27T19:25:00.564404+00:00,0.1.0,0.1.0,f0964c9a2c814ff9a58283e45f9741b1,b5b3b6571067438eaf7f39f4ff081cbe,60c51054c40648949b620bca3f7d3e38,366a3782387869083a27b667096f7469f6cfacf82e94219a5c8e1ebc9da15cd5,672a0881f3947b2821f3549bc36e87a3ed1a44f4c37d177b7845687deccf8dac,63bdacd12eb01dcb728c004e774d29f6804db49dbe7330311ca0e40a107a7b62,6e3995d6cbf62268ff59ebdf5828f1d6dec100790b30065929592d0b4261781f
